id_league,league-en,league-zh,sportId,sport-en,sport-zh,locationId,region-en,region-zh
120978,,,11,Volleyball,排球,94,Cuba,
64415,,,11,Volleyball,排球,45,Australia,澳大利亚
25032,"U19 European Championship, Qualification, Women","U19 European Championship, Qualification, Women",11,Volleyball,排球,44,International,国际
123819,,,11,Volleyball,排球,160,Indonesia,印尼
4921,Vyscha Liga,Vyscha Liga,11,Volleyball,排球,30,Ukraine,乌克兰
130479,,,11,Volleyball,排球,150,"Hong Kong, China",香港，中国
12931,U19 Paulista,U19 Paulista,11,Volleyball,排球,58,Brazil,巴西
4916,"Cup, Women","Cup, Women",11,Volleyball,排球,30,Ukraine,乌克兰
35016,,,11,Volleyball,排球,44,International,国际
4473,1st Bundesliga Women,女子甲级联赛,11,Volleyball,排球,1,Germany,德国
4743,Serie A1 Women,甲级联赛，女子,11,Volleyball,排球,22,Italy,意大利
5530,2Nd Division,2Nd Division,11,Volleyball,排球,43,Greece,希腊
94036,,,11,Volleyball,排球,42,Slovakia,斯洛伐克
4472,1st Bundesliga,甲级联赛,11,Volleyball,排球,1,Germany,德国
45826,,,11,Volleyball,排球,43,Greece,希腊
57024,,,11,Volleyball,排球,3,Poland,波兰
131735,,,11,Volleyball,排球,54,Jordan,约旦
33129,,,11,Volleyball,排球,44,International,国际
107351,,,11,Volleyball,排球,35,Switzerland,瑞士
4881,"Vyscha Liga, Women","Vyscha Liga, Women",11,Volleyball,排球,30,Ukraine,乌克兰
5658,Div 1,罗马尼亚排球甲级联赛,11,Volleyball,排球,26,Romania,罗马尼亚
5173,"Prva Liga, Women",克罗地亚女排甲级联赛,11,Volleyball,排球,6,Croatia,克罗地亚
42762,,,11,Volleyball,排球,89,Mexico,墨西哥
5437,Carioca Championship,Carioca Championship,11,Volleyball,排球,58,Brazil,巴西
11547,U19 World Championship,世界U19锦标赛,11,Volleyball,排球,44,International,国际
58940,,,11,Volleyball,排球,157,Guatemala,危地马拉
80391,,,11,Volleyball,排球,54,Jordan,约旦
4922,U20 European Championship,U20 European Championship,11,Volleyball,排球,44,International,国际
75800,,,11,Volleyball,排球,1,Germany,德国
42293,,,11,Volleyball,排球,20,Sweden,瑞典
105050,,,11,Volleyball,排球,53,Kazakhstan,哈萨克斯坦
106690,,,11,Volleyball,排球,31,Finland,芬兰
83036,,,11,Volleyball,排球,160,Indonesia,印尼
76383,,,11,Volleyball,排球,44,International,国际
5069,"Nationalliga A, Women",瑞士排球全国甲级联赛，女子,11,Volleyball,排球,35,Switzerland,瑞士
92474,,,11,Volleyball,排球,17,Portugal,葡萄牙
92214,,,11,Volleyball,排球,42,Slovakia,斯洛伐克
5188,"A1, Women",甲级联赛，女子,11,Volleyball,排球,43,Greece,希腊
79688,,,11,Volleyball,排球,66,France,法国
39506,,,11,Volleyball,排球,239,Philippines,菲律宾
124815,,,11,Volleyball,排球,47,Ireland,爱尔兰
83035,,,11,Volleyball,排球,160,Indonesia,印尼
33816,,,11,Volleyball,排球,44,International,国际
35649,,,11,Volleyball,排球,44,International,国际
127521,,,11,Volleyball,排球,44,International,国际
106795,,,11,Volleyball,排球,150,"Hong Kong, China",香港，中国
81311,,,11,Volleyball,排球,239,Philippines,菲律宾
56926,,,11,Volleyball,排球,269,Rwanda,卢旺达
123104,,,11,Volleyball,排球,2,Israel,以色列
64690,,,11,Volleyball,排球,9,Vietnam,越南
123820,,,11,Volleyball,排球,160,Indonesia,印尼
111788,,,11,Volleyball,排球,149,Kuwait,科威特
80762,,,11,Volleyball,排球,16,Slovenia,斯洛文尼亚
53304,,,11,Volleyball,排球,185,Argentina,阿根廷
125418,,,11,Volleyball,排球,139,United Arab Emirates,阿联酋
124842,,,11,Volleyball,排球,144,Saudi Arabia,沙特阿拉伯
67257,,,11,Volleyball,排球,44,International,国际
15120,"U21 Paulista, Women","U21 Paulista, Women",11,Volleyball,排球,58,Brazil,巴西
47680,,,11,Volleyball,排球,61,Moldova,摩尔多瓦
117347,,,11,Volleyball,排球,141,Morocco,摩洛哥
127732,,,11,Volleyball,排球,187,Chile,智利
130103,,,11,Volleyball,排球,9,Vietnam,越南
55778,,,11,Volleyball,排球,22,Italy,意大利
130795,,,11,Volleyball,排球,44,International,国际
39287,,,11,Volleyball,排球,44,International,国际
92516,,,11,Volleyball,排球,143,Egypt,埃及
5210,Persha Liga,Persha Liga,11,Volleyball,排球,30,Ukraine,乌克兰
5433,"Super Cup, Women","Super Cup, Women",11,Volleyball,排球,30,Ukraine,乌克兰
132096,,,11,Volleyball,排球,59,Japan,日本
125777,,,11,Volleyball,排球,11,Republic of Korea,韩国
62920,,,11,Volleyball,排球,9,Vietnam,越南
38630,,,11,Volleyball,排球,12,Serbia,塞尔维亚
57537,,,11,Volleyball,排球,144,Saudi Arabia,沙特阿拉伯
62921,,,11,Volleyball,排球,9,Vietnam,越南
39589,,,11,Volleyball,排球,58,Brazil,巴西
5070,Nationalliga A,瑞士排球全国甲级联赛,11,Volleyball,排球,35,Switzerland,瑞士
105398,,,11,Volleyball,排球,62,USA,美国
49373,,,11,Volleyball,排球,17,Portugal,葡萄牙
86870,,,11,Volleyball,排球,53,Kazakhstan,哈萨克斯坦
5224,Eredivisie,荷兰排球甲级联赛,11,Volleyball,排球,156,Netherlands,荷兰
105401,,,11,Volleyball,排球,143,Egypt,埃及
4408,Liga Siatkowki,波兰男排甲级联赛,11,Volleyball,排球,3,Poland,波兰
9879,U20 Balkan Championship,U20 Balkan Championship,11,Volleyball,排球,44,International,国际
56454,,,11,Volleyball,排球,3,Poland,波兰
4900,Super Liga,Super Liga,11,Volleyball,排球,30,Ukraine,乌克兰
36998,,,11,Volleyball,排球,58,Brazil,巴西
5044,Premier League,波斯尼亚男排甲级联赛,11,Volleyball,排球,104,Bosnia & Herzegovina,波斯尼亚和黑塞哥维那
29559,,,11,Volleyball,排球,239,Philippines,菲律宾
41249,,,11,Volleyball,排球,3,Poland,波兰
75798,,,11,Volleyball,排球,44,International,国际
10465,"U23 Pan American Cup, Women","U23 Pan American Cup, Women",11,Volleyball,排球,44,International,国际
31628,,,11,Volleyball,排球,239,Philippines,菲律宾
105843,,,11,Volleyball,排球,187,Chile,智利
37372,,,11,Volleyball,排球,26,Romania,罗马尼亚
48769,,,11,Volleyball,排球,104,Bosnia & Herzegovina,波斯尼亚和黑塞哥维那
75312,,,11,Volleyball,排球,44,International,国际
53771,,,11,Volleyball,排球,185,Argentina,阿根廷
16731,U19 Gaucho,U19 Gaucho,11,Volleyball,排球,58,Brazil,巴西
70913,,,11,Volleyball,排球,54,Jordan,约旦
73214,,,11,Volleyball,排球,44,International,国际
25033,"U20 European Championship, Qualification","U20 European Championship, Qualification",11,Volleyball,排球,44,International,国际
63163,,,11,Volleyball,排球,44,International,国际
75426,,,11,Volleyball,排球,29,Norway,挪威
129115,,,11,Volleyball,排球,44,International,国际
109179,,,11,Volleyball,排球,150,"Hong Kong, China",香港，中国
4868,1st league,甲级联赛,11,Volleyball,排球,74,Belgium,比利时
42813,,,11,Volleyball,排球,35,Switzerland,瑞士
75427,,,11,Volleyball,排球,29,Norway,挪威
66357,,,11,Volleyball,排球,44,International,国际
31188,,,11,Volleyball,排球,44,International,国际
86095,,,11,Volleyball,排球,33,Denmark,丹麦
82449,,,11,Volleyball,排球,23,Spain,西班牙
110629,,,11,Volleyball,排球,160,Indonesia,印尼
7716,U20 Championship,U20 Championship,11,Volleyball,排球,19,Bulgaria,保加利亚
35655,,,11,Volleyball,排球,239,Philippines,菲律宾
43748,,,11,Volleyball,排球,22,Italy,意大利
51250,,,11,Volleyball,排球,149,Kuwait,科威特
33150,,,11,Volleyball,排球,44,International,国际
37484,,,11,Volleyball,排球,37,Austria,奥地利
49669,,,11,Volleyball,排球,239,Philippines,菲律宾
36917,,,11,Volleyball,排球,9,Vietnam,越南
48848,,,11,Volleyball,排球,104,Bosnia & Herzegovina,波斯尼亚和黑塞哥维那
9538,"U20 World Championship, Women","U20 World Championship, Women",11,Volleyball,排球,44,International,国际
74564,,,11,Volleyball,排球,144,Saudi Arabia,沙特阿拉伯
74797,,,11,Volleyball,排球,44,International,国际
47074,,,11,Volleyball,排球,19,Bulgaria,保加利亚
128785,,,11,Volleyball,排球,44,International,国际
39638,,,11,Volleyball,排球,74,Belgium,比利时
107367,,,11,Volleyball,排球,35,Switzerland,瑞士
107910,,,11,Volleyball,排球,239,Philippines,菲律宾
130327,,,11,Volleyball,排球,150,"Hong Kong, China",香港，中国
110944,,,11,Volleyball,排球,160,Indonesia,印尼
79333,,,11,Volleyball,排球,160,Indonesia,印尼
120977,,,11,Volleyball,排球,94,Cuba,
5284,"2Nd Division, Women","2Nd Division, Women",11,Volleyball,排球,43,Greece,希腊
5043,VolleyLigaen,丹麦排球甲级联赛,11,Volleyball,排球,33,Denmark,丹麦
98908,,,11,Volleyball,排球,63,Tunisia,突尼斯
42871,,,11,Volleyball,排球,21,Hungary,匈牙利
125496,,,11,Volleyball,排球,76,China,中国
4660,"1. Bundesliga, Women",女子甲级联赛,11,Volleyball,排球,37,Austria,奥地利
8726,U20 Championship,U20 Championship,11,Volleyball,排球,3,Poland,波兰
123946,,,11,Volleyball,排球,17,Portugal,葡萄牙
5866,Div 1,甲组联赛,11,Volleyball,排球,7,Montenegro,黑山
123372,,,11,Volleyball,排球,153,Bahrain,巴林
46028,,,11,Volleyball,排球,155,Qatar,卡塔尔
35466,,,11,Volleyball,排球,44,International,国际
110074,,,11,Volleyball,排球,43,Greece,希腊
27870,,,11,Volleyball,排球,44,International,国际
67247,,,11,Volleyball,排球,62,USA,美国
52538,,,11,Volleyball,排球,143,Egypt,埃及
5431,Super Cup,Super Cup,11,Volleyball,排球,30,Ukraine,乌克兰
33412,,,11,Volleyball,排球,44,International,国际
43873,,,11,Volleyball,排球,6,Croatia,克罗地亚
39692,,,11,Volleyball,排球,21,Hungary,匈牙利
54251,,,11,Volleyball,排球,239,Philippines,菲律宾
66049,,,11,Volleyball,排球,44,International,国际
8787,2024 Olympic Games - Volleyball - Women,奥运会女子排球,11,Volleyball,排球,44,International,国际
81364,,,11,Volleyball,排球,157,Guatemala,危地马拉
128713,,,11,Volleyball,排球,11,Republic of Korea,韩国
27872,,,11,Volleyball,排球,44,International,国际
4451,"Super Liga, Women","Super Liga, Women",11,Volleyball,排球,30,Ukraine,乌克兰
131790,,,11,Volleyball,排球,44,International,国际
52353,,,11,Volleyball,排球,44,International,国际
4796,Ligue A,法国排球甲级联赛,11,Volleyball,排球,66,France,法国
129786,,,11,Volleyball,排球,44,International,国际
107896,,,11,Volleyball,排球,239,Philippines,菲律宾
111699,,,11,Volleyball,排球,26,Romania,罗马尼亚
36984,,,11,Volleyball,排球,44,International,国际
129053,,,11,Volleyball,排球,44,International,国际
59852,,,11,Volleyball,排球,157,Guatemala,危地马拉
24298,Campeonato Interclubes U19,Campeonato Interclubes U19,11,Volleyball,排球,58,Brazil,巴西
132258,,,11,Volleyball,排球,54,Jordan,约旦
59759,,,11,Volleyball,排球,54,Jordan,约旦
5547,"Div 1, Women",罗马尼亚女子排球甲级联赛,11,Volleyball,排球,26,Romania,罗马尼亚
49321,,,11,Volleyball,排球,9,Vietnam,越南
130104,,,11,Volleyball,排球,9,Vietnam,越南
81069,,,11,Volleyball,排球,42,Slovakia,斯洛伐克
78659,,,11,Volleyball,排球,17,Portugal,葡萄牙
35019,,,11,Volleyball,排球,44,International,国际
9961,"U20 National Championship, Women","U20 National Championship, Women",11,Volleyball,排球,43,Greece,希腊
59630,,,11,Volleyball,排球,44,International,国际
49774,,,11,Volleyball,排球,239,Philippines,菲律宾
35299,,,11,Volleyball,排球,44,International,国际
39954,,,11,Volleyball,排球,239,Philippines,菲律宾
7791,"U23 Vyschaya Liga, Women","U23 Vyschaya Liga, Women",11,Volleyball,排球,53,Kazakhstan,哈萨克斯坦
5225,"Eredivisie, Women",荷兰排球甲级联赛，女子,11,Volleyball,排球,156,Netherlands,荷兰
56317,,,11,Volleyball,排球,76,China,中国
20291,U21 Super League,U21 Super League,11,Volleyball,排球,144,Saudi Arabia,沙特阿拉伯
128714,,,11,Volleyball,排球,11,Republic of Korea,韩国
69459,,,11,Volleyball,排球,44,International,国际
77170,,,11,Volleyball,排球,44,International,国际
121115,,,11,Volleyball,排球,2,Israel,以色列
81991,,,11,Volleyball,排球,58,Brazil,巴西
46462,,,11,Volleyball,排球,56,Azerbaijan,阿塞拜疆
34476,,,11,Volleyball,排球,44,International,国际
111308,,,11,Volleyball,排球,26,Romania,罗马尼亚
124799,,,11,Volleyball,排球,47,Ireland,爱尔兰
92235,,,11,Volleyball,排球,35,Switzerland,瑞士
78132,,,11,Volleyball,排球,9,Vietnam,越南
37406,,,11,Volleyball,排球,239,Philippines,菲律宾
14562,"U19 Nevza Championship, Women","U19 Nevza Championship, Women",11,Volleyball,排球,44,International,国际
5579,Cup,Cup,11,Volleyball,排球,30,Ukraine,乌克兰
9539,U21 Paulista,U21 Paulista,11,Volleyball,排球,58,Brazil,巴西
4754,Ligue A Women,法国排球甲级联赛，女子,11,Volleyball,排球,66,France,法国
114145,,,11,Volleyball,排球,176,Lebanon,黎巴嫩
72610,,,11,Volleyball,排球,44,International,国际
65948,,,11,Volleyball,排球,44,International,国际
66819,,,11,Volleyball,排球,44,International,国际
53342,,,11,Volleyball,排球,139,United Arab Emirates,阿联酋
121917,,,11,Volleyball,排球,59,Japan,日本
9740,"U21 Campeonato Nacional, Women","U21 Campeonato Nacional, Women",11,Volleyball,排球,17,Portugal,葡萄牙
78866,,,11,Volleyball,排球,153,Bahrain,巴林
105651,,,11,Volleyball,排球,23,Spain,西班牙
77071,,,11,Volleyball,排球,8,Belarus,白俄罗斯
39568,,,11,Volleyball,排球,21,Hungary,匈牙利
18894,U21 League,U21 League,11,Volleyball,排球,139,United Arab Emirates,阿联酋
76044,,,11,Volleyball,排球,44,International,国际
48176,,,11,Volleyball,排球,139,United Arab Emirates,阿联酋
66821,,,11,Volleyball,排球,44,International,国际
46078,,,11,Volleyball,排球,269,Rwanda,卢旺达
100016,,,11,Volleyball,排球,23,Spain,西班牙
37719,,,11,Volleyball,排球,1,Germany,德国
81375,,,11,Volleyball,排球,160,Indonesia,印尼
80763,,,11,Volleyball,排球,16,Slovenia,斯洛文尼亚
4640,"Liga Siatkowki, Women",波兰排球甲级联赛，女子,11,Volleyball,排球,3,Poland,波兰
78206,,,11,Volleyball,排球,9,Vietnam,越南
111455,,,11,Volleyball,排球,37,Austria,奥地利
5030,"Volleyligaen, Women",丹麦排球甲级联赛，女子,11,Volleyball,排球,33,Denmark,丹麦
67476,,,11,Volleyball,排球,44,International,国际
4744,"Serie A2, Women",乙级联赛，女子,11,Volleyball,排球,22,Italy,意大利
64709,,,11,Volleyball,排球,9,Vietnam,越南
48781,,,11,Volleyball,排球,56,Azerbaijan,阿塞拜疆
78743,,,11,Volleyball,排球,79,Cyprus,塞浦路斯
58906,,,11,Volleyball,排球,141,Morocco,摩洛哥
96825,,,11,Volleyball,排球,29,Norway,挪威
72443,,,11,Volleyball,排球,44,International,国际
8788,2024 Olympic Games - Volleyball - Men,奥运会男子排球赛,11,Volleyball,排球,44,International,国际
45130,,,11,Volleyball,排球,174,Oman,阿曼
30476,,,11,Volleyball,排球,58,Brazil,巴西
77813,,,11,Volleyball,排球,44,International,国际
4661,1. Bundesliga,甲级联赛,11,Volleyball,排球,37,Austria,奥地利
36978,,,11,Volleyball,排球,9,Vietnam,越南
49250,,,11,Volleyball,排球,20,Sweden,瑞典
76874,,,11,Volleyball,排球,144,Saudi Arabia,沙特阿拉伯
47341,,,11,Volleyball,排球,61,Moldova,摩尔多瓦
80864,,,11,Volleyball,排球,44,International,国际
64605,,,11,Volleyball,排球,44,International,国际
9960,U21 National Championship,U21 National Championship,11,Volleyball,排球,43,Greece,希腊
48967,,,11,Volleyball,排球,143,Egypt,埃及
66613,,,11,Volleyball,排球,44,International,国际
75799,,,11,Volleyball,排球,139,United Arab Emirates,阿联酋
34503,,,11,Volleyball,排球,44,International,国际
58815,,,11,Volleyball,排球,141,Morocco,摩洛哥
127697,,,11,Volleyball,排球,187,Chile,智利
15460,U23 Vyschaya Liga,U23 Vyschaya Liga,11,Volleyball,排球,53,Kazakhstan,哈萨克斯坦
70818,,,11,Volleyball,排球,44,International,国际
68300,,,11,Volleyball,排球,44,International,国际
79334,,,11,Volleyball,排球,160,Indonesia,印尼
4967,"Premier League, Women",波斯尼亚女排甲级联赛,11,Volleyball,排球,104,Bosnia & Herzegovina,波斯尼亚和黑塞哥维那
80863,,,11,Volleyball,排球,44,International,国际
93157,,,11,Volleyball,排球,187,Chile,智利
47133,,,11,Volleyball,排球,19,Bulgaria,保加利亚
77164,,,11,Volleyball,排球,44,International,国际
7793,"U19 Premier League, Women","U19 Premier League, Women",11,Volleyball,排球,2,Israel,以色列
54786,,,11,Volleyball,排球,76,China,中国
98405,,,11,Volleyball,排球,63,Tunisia,突尼斯
12113,"U19 National Game , Women","U19 National Game , Women",11,Volleyball,排球,76,China,中国
4575,Extraliga,捷克共和国地板球甲级联赛,39,Floorball,地板球,14,Czech Republic,捷克
4932,"Allsvenskan, Norra",瑞典超级联，北部,39,Floorball,地板球,20,Sweden,瑞典
46031,,,39,Floorball,地板球,44,International,国际
23176,UFL,丹麦地板球甲级联赛,39,Floorball,地板球,33,Denmark,丹麦
111471,,,21,Futsal,五人制足球,139,United Arab Emirates,阿联酋
50530,,,39,Floorball,地板球,31,Finland,芬兰
121978,,,21,Futsal,五人制足球,58,Brazil,巴西
86370,,,21,Futsal,五人制足球,45,Australia,澳大利亚
4491,1. Sfl,斯洛文尼亚五人制足球甲级联赛,21,Futsal,五人制足球,16,Slovenia,斯洛文尼亚
50719,,,39,Floorball,地板球,35,Switzerland,瑞士
4757,Extra-Liga,Extra-Liga,21,Futsal,五人制足球,30,Ukraine,乌克兰
128758,,,21,Futsal,五人制足球,57,Iran,伊朗
75303,,,21,Futsal,五人制足球,66,France,法国
54296,,,21,Futsal,五人制足球,42,Slovakia,斯洛伐克
39109,,,21,Futsal,五人制足球,58,Brazil,巴西
83191,,,21,Futsal,五人制足球,94,Cuba,
12371,Futsal Liga,黑山五人制足球甲级联赛,21,Futsal,五人制足球,7,Montenegro,黑山
110120,,,21,Futsal,五人制足球,157,Guatemala,危地马拉
95340,,,21,Futsal,五人制足球,176,Lebanon,黎巴嫩
51606,,,21,Futsal,五人制足球,185,Argentina,阿根廷
86434,,,21,Futsal,五人制足球,29,Norway,挪威
28270,,,21,Futsal,五人制足球,58,Brazil,巴西
30071,,,21,Futsal,五人制足球,15,Turkey,土耳其
27801,Premijer Liga,波斯尼亚黑塞哥维那甲级五人制足球联赛,21,Futsal,五人制足球,104,Bosnia & Herzegovina,波斯尼亚和黑塞哥维那
129190,,,21,Futsal,五人制足球,242,Malaysia,马来西亚
23523,National Kampionati Kombetar,阿尔巴尼亚甲级五人制足球联赛,21,Futsal,五人制足球,49,Albania,阿尔巴尼亚
5560,Campeonato Carioca,Campeonato Carioca,21,Futsal,五人制足球,58,Brazil,巴西
79186,,,21,Futsal,五人制足球,57,Iran,伊朗
86507,,,21,Futsal,五人制足球,104,Bosnia & Herzegovina,波斯尼亚和黑塞哥维那
124896,,,21,Futsal,五人制足球,17,Portugal,葡萄牙
93837,,,21,Futsal,五人制足球,139,United Arab Emirates,阿联酋
124406,,,21,Futsal,五人制足球,23,Spain,西班牙
93154,,,21,Futsal,五人制足球,61,Moldova,摩尔多瓦
69501,,,21,Futsal,五人制足球,160,Indonesia,印尼
35400,,,21,Futsal,五人制足球,58,Brazil,巴西
26078,U19 National Championship,U19 National Championship,21,Futsal,五人制足球,26,Romania,罗马尼亚
56829,,,21,Futsal,五人制足球,184,Thailand,泰国
128338,,,21,Futsal,五人制足球,58,Brazil,巴西
61541,,,21,Futsal,五人制足球,157,Guatemala,危地马拉
5610,Meistriliiga,爱沙尼亚五人制足球甲级联赛,21,Futsal,五人制足球,27,Estonia,爱沙尼亚
77617,,,21,Futsal,五人制足球,58,Brazil,巴西
129800,,,21,Futsal,五人制足球,58,Brazil,巴西
37724,,,21,Futsal,五人制足球,44,International,国际
111898,,,21,Futsal,五人制足球,67,Cambodia,柬埔寨
79581,,,21,Futsal,五人制足球,17,Portugal,葡萄牙
94870,,,21,Futsal,五人制足球,9,Vietnam,越南
44063,,,21,Futsal,五人制足球,22,Italy,意大利
82382,,,21,Futsal,五人制足球,58,Brazil,巴西
104311,,,21,Futsal,五人制足球,17,Portugal,葡萄牙
37985,,,21,Futsal,五人制足球,6,Croatia,克罗地亚
77763,,,21,Futsal,五人制足球,45,Australia,澳大利亚
128337,,,21,Futsal,五人制足球,157,Guatemala,危地马拉
4256,1st Liga,捷克五人制足球甲级联赛,21,Futsal,五人制足球,14,Czech Republic,捷克
4366,Liga Futsal,巴西五人制足球甲级联赛,21,Futsal,五人制足球,58,Brazil,巴西
97051,,,21,Futsal,五人制足球,16,Slovenia,斯洛文尼亚
4955,Primera Division,甲级联赛,21,Futsal,五人制足球,23,Spain,西班牙
29239,,,21,Futsal,五人制足球,185,Argentina,阿根廷
32798,,,21,Futsal,五人制足球,58,Brazil,巴西
31964,,,21,Futsal,五人制足球,185,Argentina,阿根廷
124557,,,21,Futsal,五人制足球,76,China,中国
112367,,,21,Futsal,五人制足球,6,Croatia,克罗地亚
124969,,,21,Futsal,五人制足球,58,Brazil,巴西
27558,"Soccer League Futsal, North",以色列五人制足球甲级联赛,21,Futsal,五人制足球,2,Israel,以色列
79308,,,21,Futsal,五人制足球,45,Australia,澳大利亚
87161,,,21,Futsal,五人制足球,58,Brazil,巴西
62991,,,21,Futsal,五人制足球,185,Argentina,阿根廷
5483,Segunda Division,西班牙五人制足球乙级联赛,21,Futsal,五人制足球,23,Spain,西班牙
91920,,,21,Futsal,五人制足球,57,Iran,伊朗
5263,Liga 1,甲级联赛,21,Futsal,五人制足球,26,Romania,罗马尼亚
108815,,,21,Futsal,五人制足球,23,Spain,西班牙
107103,,,21,Futsal,五人制足球,7,Montenegro,黑山
111509,,,21,Futsal,五人制足球,139,United Arab Emirates,阿联酋
81928,,,21,Futsal,五人制足球,149,Kuwait,科威特
37520,,,21,Futsal,五人制足球,1,Germany,德国
37072,,,21,Futsal,五人制足球,44,International,国际
65923,,,21,Futsal,五人制足球,58,Brazil,巴西
75243,,,21,Futsal,五人制足球,6,Croatia,克罗地亚
72692,,,21,Futsal,五人制足球,67,Cambodia,柬埔寨
19376,1St Division,塞浦路斯五人制足球甲级联赛,21,Futsal,五人制足球,79,Cyprus,塞浦路斯
4815,1St Division,塞尔维亚五人制足球甲级联赛,21,Futsal,五人制足球,12,Serbia,塞尔维亚
5143,Serie A,甲级联赛,21,Futsal,五人制足球,22,Italy,意大利
4392,Ekstraklasa,波兰五人制足球甲级联赛,21,Futsal,五人制足球,3,Poland,波兰
125372,,,21,Futsal,五人制足球,59,Japan,日本
5995,"Campeonato Carioca, Women","Campeonato Carioca, Women",21,Futsal,五人制足球,58,Brazil,巴西
128239,,,21,Futsal,五人制足球,59,Japan,日本
125476,,,21,Futsal,五人制足球,23,Spain,西班牙
111251,,,21,Futsal,五人制足球,30,Ukraine,乌克兰
7235,"Extra-Liga, Playoffs","Extra-Liga, Playoffs",21,Futsal,五人制足球,30,Ukraine,乌克兰
58565,,,21,Futsal,五人制足球,21,Hungary,匈牙利
46705,,,21,Futsal,五人制足球,20,Sweden,瑞典
50792,,,21,Futsal,五人制足球,58,Brazil,巴西
30015,,,21,Futsal,五人制足球,118,Peru,秘鲁
83627,,,21,Futsal,五人制足球,9,Vietnam,越南
129189,,,21,Futsal,五人制足球,242,Malaysia,马来西亚
6072,Campeonato Carioca de Futsal Sub-20,Campeonato Carioca de Futsal Sub-20,21,Futsal,五人制足球,58,Brazil,巴西
51507,,,21,Futsal,五人制足球,185,Argentina,阿根廷
111865,,,21,Futsal,五人制足球,157,Guatemala,危地马拉
125405,,,21,Futsal,五人制足球,58,Brazil,巴西
58642,,,21,Futsal,五人制足球,10,International Clubs,国际俱乐部
18926,1St Division,瑞士五人制足球甲级联赛,21,Futsal,五人制足球,35,Switzerland,瑞士
37179,,,21,Futsal,五人制足球,10,International Clubs,国际俱乐部
75302,,,21,Futsal,五人制足球,10,International Clubs,国际俱乐部
96794,,,21,Futsal,五人制足球,79,Cyprus,塞浦路斯
27901,,,21,Futsal,五人制足球,185,Argentina,阿根廷
94107,,,21,Futsal,五人制足球,45,Australia,澳大利亚
70563,,,21,Futsal,五人制足球,57,Iran,伊朗
30070,,,21,Futsal,五人制足球,17,Portugal,葡萄牙
40775,,,21,Futsal,五人制足球,53,Kazakhstan,哈萨克斯坦
54636,,,21,Futsal,五人制足球,17,Portugal,葡萄牙
59822,,,21,Futsal,五人制足球,2,Israel,以色列
111120,,,21,Futsal,五人制足球,59,Japan,日本
92431,,,21,Futsal,五人制足球,61,Moldova,摩尔多瓦
16101,2Nd Division,2Nd Division,21,Futsal,五人制足球,12,Serbia,塞尔维亚
124674,,,21,Futsal,五人制足球,160,Indonesia,印尼
125644,,,21,Futsal,五人制足球,160,Indonesia,印尼
128336,,,21,Futsal,五人制足球,160,Indonesia,印尼
79665,,,21,Futsal,五人制足球,58,Brazil,巴西
29728,,,21,Futsal,五人制足球,58,Brazil,巴西
53285,,,21,Futsal,五人制足球,58,Brazil,巴西
122969,,,21,Futsal,五人制足球,23,Spain,西班牙
52921,,,21,Futsal,五人制足球,44,International,国际
34959,,,21,Futsal,五人制足球,10,International Clubs,国际俱乐部
62361,,,21,Futsal,五人制足球,10,International Clubs,国际俱乐部
96809,,,21,Futsal,五人制足球,22,Italy,意大利
121569,,,13,Beach Soccer,沙滩足球,44,International,国际
17841,1St Division,立陶宛五人制足球甲级联赛,21,Futsal,五人制足球,24,Lithuania,立陶宛
65781,,,13,Beach Soccer,沙滩足球,44,International,国际
65671,,,13,Beach Soccer,沙滩足球,44,International,国际
46770,,,26,Specials,特技比赛,1025,Entertainment,
126621,,,26,Specials,特技比赛,951,Politics,政治
48648,,,26,Specials,特技比赛,1015,Music,
132623,,,26,Specials,特技比赛,951,Politics,政治
79383,,,26,Specials,特技比赛,1025,Entertainment,
70313,,,26,Specials,特技比赛,1015,Music,
77615,,,26,Specials,特技比赛,1025,Entertainment,
132625,,,26,Specials,特技比赛,951,Politics,政治
132615,,,26,Specials,特技比赛,951,Politics,政治
45970,,,26,Specials,特技比赛,1025,Entertainment,
132618,,,26,Specials,特技比赛,951,Politics,政治
45795,,,26,Specials,特技比赛,1025,Entertainment,
47235,,,26,Specials,特技比赛,1025,Entertainment,
46769,,,26,Specials,特技比赛,1025,Entertainment,
132617,,,26,Specials,特技比赛,951,Politics,政治
33040,,,26,Specials,特技比赛,951,Politics,政治
33041,,,26,Specials,特技比赛,951,Politics,政治
46771,,,26,Specials,特技比赛,1025,Entertainment,
132616,,,26,Specials,特技比赛,951,Politics,政治
131063,,,26,Specials,特技比赛,951,Politics,政治
34338,,,26,Specials,特技比赛,951,Politics,政治
86857,,,26,Specials,特技比赛,1015,Music,
131067,,,26,Specials,特技比赛,951,Politics,政治
47234,,,26,Specials,特技比赛,1025,Entertainment,
41386,,,26,Specials,特技比赛,1025,Entertainment,
34458,,,26,Specials,特技比赛,1015,Music,
36410,,,26,Specials,特技比赛,951,Politics,政治
107947,,,26,Specials,特技比赛,951,Politics,政治
69047,,,26,Specials,特技比赛,949,Sports,运动
34837,,,26,Specials,特技比赛,1025,Entertainment,
74678,,,26,Specials,特技比赛,951,Politics,政治
42726,,,26,Specials,特技比赛,1015,Music,
32536,,,26,Specials,特技比赛,951,Politics,政治
131064,,,26,Specials,特技比赛,951,Politics,政治
131025,,,26,Specials,特技比赛,951,Politics,政治
